character_id,character_name,character_status,character_species,episode_name,episode_code,episode_air_date,dimension
35,Bepisian,Alive,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",unknown
35,Bepisian,Alive,Alien,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",unknown
36,Beta-Seven,Alive,Alien,Auto Erotic Assimilation,S02E03,"August 9, 2015",Unknown
37,Beth Sanchez,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Dimension C-500A
38,Beth Smith,Alive,Human,Pilot,S01E01,"December 2, 2013",Dimension C-137
38,Beth Smith,Alive,Human,Lawnmower Dog,S01E02,"December 9, 2013",Dimension C-137
38,Beth Smith,Alive,Human,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
38,Beth Smith,Alive,Human,M. Night Shaym-Aliens!,S01E04,"January 13, 2014",Dimension C-137
38,Beth Smith,Alive,Human,Meeseeks and Destroy,S01E05,"January 20, 2014",Dimension C-137
38,Beth Smith,Alive,Human,Rick Potion #9,S01E06,"January 27, 2014",Dimension C-137
38,Beth Smith,Alive,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Dimension C-137
38,Beth Smith,Alive,Human,Rickmurai Jack,S05E10,"September 5, 2021",Dimension C-137
39,Beth Smith,Alive,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Evil Rick's Target Dimension
40,Beth's Mytholog,Dead,Mythological Creature,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",unknown
41,Big Boobed Waitress,Alive,Mythological Creature,Meeseeks and Destroy,S01E05,"January 20, 2014",Fantasy Dimension
42,Big Head Morty,unknown,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
43,Big Morty,Dead,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
44,Body Guard Morty,Dead,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
45,Bill,Alive,Human,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
46,Bill,unknown,Animal,Lawnmower Dog,S01E02,"December 9, 2013",Replacement Dimension
47,Birdperson,Alive,Alien,Ricksy Business,S01E11,"April 14, 2014",unknown
47,Birdperson,Alive,Alien,Get Schwifty,S02E05,"August 23, 2015",unknown
47,Birdperson,Alive,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",unknown
47,Birdperson,Alive,Alien,The Rickshank Rickdemption,S03E01,"April 1, 2017",unknown
47,Birdperson,Alive,Alien,The Whirly Dirly Conspiracy,S03E05,"August 20, 2017",unknown
47,Birdperson,Alive,Alien,Rickternal Friendshine of the Spotless Mort,S05E08,"August 8, 2021",unknown
47,Birdperson,Alive,Alien,Rickmurai Jack,S05E10,"September 5, 2021",unknown
48,Black Rick,Alive,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
48,Black Rick,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
49,Blamph,Alive,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
50,Blim Blam,Alive,Alien,Auto Erotic Assimilation,S02E03,"August 9, 2015",Unknown
51,Blue Diplomat,Alive,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
52,Blue Footprint Guy,Dead,Human,Rickmancing the Stone,S03E02,"July 30, 2017",Post-Apocalyptic Dimension
53,Blue Shirt Morty,unknown,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
54,Bobby Moynihan,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Unknown
55,Boobloosian,Dead,Alien,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",Unknown
55,Boobloosian,Dead,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
56,Bootleg Portal Chemist Rick,Dead,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
57,Borpocian,Alive,Alien,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
58,Brad,Alive,Human,Rick Potion #9,S01E06,"January 27, 2014",Replacement Dimension
58,Brad,Alive,Human,Ricksy Business,S01E11,"April 14, 2014",Replacement Dimension
58,Brad,Alive,Human,The ABC's of Beth,S03E09,"September 24, 2017",Replacement Dimension
58,Brad,Alive,Human,Amortycan Grickfitti,S05E05,"July 18, 2021",Replacement Dimension
59,Brad Anderson,Dead,Human,Raising Gazorpazorp,S01E07,"March 10, 2014",Replacement Dimension
60,Calypso,Dead,Human,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
61,Campaign Manager Morty,Dead,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
62,Canklanker Thom,Dead,Alien,Pilot,S01E01,"December 2, 2013",Replacement Dimension
63,Centaur,Alive,Mythological Creature,Lawnmower Dog,S01E02,"December 9, 2013",Unknown
64,Chris,Dead,Alien,A Rickle in Time,S02E01,"July 26, 2015",Unknown
65,Chris,Alive,Humanoid,The Ricks Must Be Crazy,S02E06,"August 30, 2015",Replacement Dimension
66,Coach Feratu (Balik Alistane),Dead,Mythological Creature,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",Replacement Dimension
67,Collector,Alive,Alien,Morty's Mind Blowers,S03E08,"September 17, 2017",unknown
68,Colossus,Dead,Human,Rickmancing the Stone,S03E02,"July 30, 2017",Post-Apocalyptic Dimension
69,Commander Rick,Dead,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
70,Concerto,Dead,Humanoid,Pickle Rick,S03E03,"August 6, 2017",Unknown
71,Conroy,Dead,Robot,The Rickshank Rickdemption,S03E01,"April 1, 2017",Replacement Dimension
72,Cool Rick,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Dimension K-83
73,Cop Morty,Dead,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
74,Cop Rick,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
75,Courier Flap,Alive,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
76,Cousin Nicky,Dead,Alien,Total Rickall,S02E04,"August 16, 2015",Unknown
77,Cowboy Morty,Alive,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
78,Cowboy Rick,Alive,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
78,Cowboy Rick,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
79,Crab Spider,Alive,Alien,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",unknown
80,Creepy Little Girl,Alive,Human,Lawnmower Dog,S01E02,"December 9, 2013",Unknown
81,Crocubot,Dead,Animal,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
82,Cronenberg Rick,unknown,Cronenberg,Rick Potion #9,S01E06,"January 27, 2014",Cronenberg Dimension
82,Cronenberg Rick,unknown,Cronenberg,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Cronenberg Dimension
83,Cronenberg Morty,unknown,Cronenberg,Rick Potion #9,S01E06,"January 27, 2014",Cronenberg Dimension
83,Cronenberg Morty,unknown,Cronenberg,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Cronenberg Dimension
84,Cult Leader Morty,Alive,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
85,Cyclops Morty,Alive,Humanoid,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
85,Cyclops Morty,Alive,Humanoid,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
86,Cyclops Rick,Dead,Humanoid,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
86,Cyclops Rick,Dead,Humanoid,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
86,Cyclops Rick,Dead,Humanoid,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
87,Cynthia,Dead,Alien,M. Night Shaym-Aliens!,S01E04,"January 13, 2014",Unknown
88,Cynthia,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Replacement Dimension
88,Cynthia,Alive,Human,Something Ricked This Way Comes,S01E09,"March 24, 2014",Replacement Dimension
88,Cynthia,Alive,Human,Ricksy Business,S01E11,"April 14, 2014",Replacement Dimension
88,Cynthia,Alive,Human,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Replacement Dimension
89,Dale,Dead,Mythological Creature,Meeseeks and Destroy,S01E05,"January 20, 2014",Fantasy Dimension
90,Daron Jefferson,Alive,Alien,Auto Erotic Assimilation,S02E03,"August 9, 2015",Replacement Dimension
91,David Letterman,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Dimension C-500A
92,Davin,Dead,Human,Pilot,S01E01,"December 2, 2013",Dimension C-137
92,Davin,Dead,Human,Rick Potion #9,S01E06,"January 27, 2014",Dimension C-137
93,Diablo Verde,Dead,Mythological Creature,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
94,Diane Sanchez,Dead,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Dimension C-137
94,Diane Sanchez,Dead,Human,Rickmurai Jack,S05E10,"September 5, 2021",Dimension C-137
95,Dipper and Mabel Mortys,unknown,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
96,Tuberculosis,Dead,Disease,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
97,Gonorrhea,Dead,Disease,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
98,Hepatitis A,Dead,Disease,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
99,Hepatitis C,Dead,Disease,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
100,Bubonic Plague,Dead,Disease,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
101,E. Coli,Dead,Disease,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
102,Donna Gueterman,Dead,Robot,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
103,Doofus Rick,unknown,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Dimension J19ζ7
103,Doofus Rick,unknown,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Dimension J19ζ7
104,Doom-Nomitron,Dead,Alien,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
105,Dr. Glip-Glop,Dead,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
106,Dr. Schmidt,unknown,Human,Mortynight Run,S02E02,"August 2, 2015",Replacement Dimension
107,Dr. Wong,Alive,Human,Pickle Rick,S03E03,"August 6, 2017",Replacement Dimension
107,Dr. Wong,Alive,Human,Star Mort: Rickturn of the Jerri,S04E10,"May 31, 2020",Replacement Dimension
108,Dr. Xenon Bloom,Dead,Humanoid,Anatomy Park,S01E03,"December 16, 2013",Unknown
109,Duck With Muscles,Dead,Alien,Total Rickall,S02E04,"August 16, 2015",Unknown
110,Eli,Alive,Human,Rickmancing the Stone,S03E02,"July 30, 2017",Post-Apocalyptic Dimension
111,Eli's Girlfriend,Alive,Human,Rickmancing the Stone,S03E02,"July 30, 2017",Post-Apocalyptic Dimension
112,Eric McMan,Alive,Human,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
113,Eric Stoltz Mask Morty,unknown,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Eric Stoltz Mask Dimension
114,Ethan,unknown,Human,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
115,Ethan,Alive,Human,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
115,Ethan,Alive,Human,The Whirly Dirly Conspiracy,S03E05,"August 20, 2017",Replacement Dimension
116,Evil Beth Clone,Dead,Human,Meeseeks and Destroy,S01E05,"January 20, 2014",Unknown
117,Evil Jerry Clone,Dead,Human,Meeseeks and Destroy,S01E05,"January 20, 2014",Unknown
118,Evil Morty,Alive,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
118,Evil Morty,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
118,Evil Morty,Alive,Human,Rickmurai Jack,S05E10,"September 5, 2021",Unknown
119,Evil Rick,Dead,Humanoid,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
120,Evil Summer Clone,Dead,Human,Meeseeks and Destroy,S01E05,"January 20, 2014",Unknown
121,Eyehole Man,Alive,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
122,Fart,Dead,Alien,Mortynight Run,S02E02,"August 2, 2015",Unknown
123,Fat Morty,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
124,Father Bob,Alive,Human,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
124,Father Bob,Alive,Human,Rest and Ricklaxation,S03E06,"August 27, 2017",Replacement Dimension
125,Flansian,Alive,Alien,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",Unknown
125,Flansian,Alive,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
125,Flansian,Alive,Alien,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
126,Fleeb,unknown,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
127,Frank Palicky,Dead,Human,Pilot,S01E01,"December 2, 2013",Dimension C-137
128,Frankenstein's Monster,Dead,Alien,Total Rickall,S02E04,"August 16, 2015",Unknown
129,Fulgora,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Unknown
129,Fulgora,Alive,Human,Mortynight Run,S02E02,"August 2, 2015",Unknown
129,Fulgora,Alive,Human,The Ricks Must Be Crazy,S02E06,"August 30, 2015",Unknown
130,Galactic Federation President,Dead,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
131,Gar Gloonch,Dead,Alien,Mortynight Run,S02E02,"August 2, 2015",Unknown
131,Gar Gloonch,Dead,Alien,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",Unknown
131,Gar Gloonch,Dead,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
132,Gar's Mytholog,Dead,Mythological Creature,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",unknown
133,Garblovian,Alive,Alien,Mortynight Run,S02E02,"August 2, 2015",unknown
133,Garblovian,Alive,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",unknown
133,Garblovian,Alive,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",unknown
134,Garmanarnar,Alive,Alien,Rixty Minutes,S01E08,"March 17, 2014",Unknown
135,Garment District Rick,Dead,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
136,Gazorpazorpfield,Alive,Alien,Rixty Minutes,S01E08,"March 17, 2014",unknown
136,Gazorpazorpfield,Alive,Alien,Mortynight Run,S02E02,"August 2, 2015",unknown
137,Gene,Alive,Human,The Whirly Dirly Conspiracy,S03E05,"August 20, 2017",Replacement Dimension
137,Gene,Alive,Human,Rickternal Friendshine of the Spotless Mort,S05E08,"August 8, 2021",Replacement Dimension
138,General Nathan,Dead,Human,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
139,General Store Owner,Dead,Alien,Look Who's Purging Now,S02E09,"September 27, 2015",Replacement Dimension
140,Genital Washer,Alive,Human,Rickmancing the Stone,S03E02,"July 30, 2017",Post-Apocalyptic Dimension
141,Ghost in a Jar,Dead,Alien,Total Rickall,S02E04,"August 16, 2015",Unknown
142,Gibble Snake,Dead,Alien,The Whirly Dirly Conspiracy,S03E05,"August 20, 2017",unknown
143,Glasses Morty,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
144,Glenn,Dead,Alien,Pilot,S01E01,"December 2, 2013",Unknown
145,Glenn,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Unknown
146,Glexo Slim Slom,Alive,Alien,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",Unknown
147,Gobo,Dead,Alien,Morty's Mind Blowers,S03E08,"September 17, 2017",Unknown
148,Goddess Beth,unknown,Mythological Creature,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",unknown
149,Gordon Lunas,Dead,Human,Morty's Mind Blowers,S03E08,"September 17, 2017",Unknown
150,Cornvelious Daniel,Dead,Alien,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
151,Gwendolyn,unknown,Robot,Raising Gazorpazorp,S01E07,"March 10, 2014",unknown
152,Hammerhead Morty,unknown,Humanoid,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
152,Hammerhead Morty,unknown,Humanoid,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
153,Hamster In Butt,Alive,Animal,Rixty Minutes,S01E08,"March 17, 2014",unknown
153,Hamster In Butt,Alive,Animal,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",unknown
154,Hamurai,Dead,Alien,Total Rickall,S02E04,"August 16, 2015",Unknown
155,Harold,Alive,Cronenberg,Rick Potion #9,S01E06,"January 27, 2014",Dimension C-137
156,Hemorrhage,Alive,Human,Rickmancing the Stone,S03E02,"July 30, 2017",Post-Apocalyptic Dimension
157,Hole in the Wall Where the Men Can See it All,unknown,unknown,Rixty Minutes,S01E08,"March 17, 2014",Unknown
158,Hookah Alien,Alive,Alien,Pilot,S01E01,"December 2, 2013",Unknown
159,Hunter,Dead,Human,The Ricks Must Be Crazy,S02E06,"August 30, 2015",Giant Telepathic Spiders Dimension
160,Hunter's Father,Alive,Human,The Ricks Must Be Crazy,S02E06,"August 30, 2015",Giant Telepathic Spiders Dimension
161,Hydrogen-F,Alive,Alien,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
162,Ice-T,Alive,Alien,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
163,Ideal Jerry,Dead,Mythological Creature,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",unknown
164,Insurance Rick,unknown,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
165,Investigator Rick,Dead,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
166,Invisi-trooper,Alive,Human,The Rickchurian Mortydate,S03E10,"October 1, 2017",Replacement Dimension
167,Izzy,Alive,Animal,Pickle Rick,S03E03,"August 6, 2017",Replacement Dimension
168,Jackie,Alive,Alien,Raising Gazorpazorp,S01E07,"March 10, 2014",unknown
169,Jacob,Alive,Human,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
169,Jacob,Alive,Human,Total Rickall,S02E04,"August 16, 2015",Dimension C-137
170,Jacqueline,Alive,Human,Rest and Ricklaxation,S03E06,"August 27, 2017",Replacement Dimension
171,Jaguar,Alive,Human,Pickle Rick,S03E03,"August 6, 2017",Replacement Dimension
172,Jamey,Alive,Human,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
173,Jan-Michael Vincent,Alive,Human,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
174,Jerry 5-126,Alive,Human,Mortynight Run,S02E02,"August 2, 2015",Dimension 5-126
175,Jerry Smith,Alive,Human,Pilot,S01E01,"December 2, 2013",Dimension C-137
175,Jerry Smith,Alive,Human,Lawnmower Dog,S01E02,"December 9, 2013",Dimension C-137
175,Jerry Smith,Alive,Human,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
175,Jerry Smith,Alive,Human,M. Night Shaym-Aliens!,S01E04,"January 13, 2014",Dimension C-137
175,Jerry Smith,Alive,Human,Meeseeks and Destroy,S01E05,"January 20, 2014",Dimension C-137
175,Jerry Smith,Alive,Human,Rick Potion #9,S01E06,"January 27, 2014",Dimension C-137
175,Jerry Smith,Alive,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Dimension C-137
176,Celebrity Jerry,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Dimension C-500A
177,Jerry Smith,Alive,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Evil Rick's Target Dimension
178,Jerry's Mytholog,Dead,Mythological Creature,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",unknown
179,Jessica,Alive,Cronenberg,Pilot,S01E01,"December 2, 2013",Dimension C-137
179,Jessica,Alive,Cronenberg,M. Night Shaym-Aliens!,S01E04,"January 13, 2014",Dimension C-137
179,Jessica,Alive,Cronenberg,Rick Potion #9,S01E06,"January 27, 2014",Dimension C-137
180,Jessica,Alive,Human,Ricksy Business,S01E11,"April 14, 2014",Replacement Dimension
180,Jessica,Alive,Human,Mortynight Run,S02E02,"August 2, 2015",Replacement Dimension
180,Jessica,Alive,Human,The Ricks Must Be Crazy,S02E06,"August 30, 2015",Replacement Dimension
180,Jessica,Alive,Human,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",Replacement Dimension
180,Jessica,Alive,Human,The Whirly Dirly Conspiracy,S03E05,"August 20, 2017",Replacement Dimension
180,Jessica,Alive,Human,Rest and Ricklaxation,S03E06,"August 27, 2017",Replacement Dimension
180,Jessica,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Replacement Dimension
180,Jessica,Alive,Human,Morty's Mind Blowers,S03E08,"September 17, 2017",Replacement Dimension
180,Jessica,Alive,Human,The ABC's of Beth,S03E09,"September 24, 2017",Replacement Dimension
180,Jessica,Alive,Human,"Edge of Tomorty: Rick, Die, Rickpeat",S04E01,"November 10, 2019",Replacement Dimension
180,Jessica,Alive,Human,The Vat of Acid Episode,S04E08,"May 17, 2020",Replacement Dimension
180,Jessica,Alive,Human,Mort Dinner Rick Andre,S05E01,"June 20, 2021",Replacement Dimension
181,Jessica's Friend,Alive,Human,Pilot,S01E01,"December 2, 2013",Dimension C-137
181,Jessica's Friend,Alive,Human,M. Night Shaym-Aliens!,S01E04,"January 13, 2014",Dimension C-137
181,Jessica's Friend,Alive,Human,Rick Potion #9,S01E06,"January 27, 2014",Dimension C-137
181,Jessica's Friend,Alive,Human,Ricksy Business,S01E11,"April 14, 2014",Dimension C-137
181,Jessica's Friend,Alive,Human,The Ricks Must Be Crazy,S02E06,"August 30, 2015",Dimension C-137
181,Jessica's Friend,Alive,Human,Big Trouble in Little Sanchez,S02E07,"September 13, 2015",Dimension C-137
181,Jessica's Friend,Alive,Human,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Dimension C-137
181,Jessica's Friend,Alive,Human,Rest and Ricklaxation,S03E06,"August 27, 2017",Dimension C-137
182,Jim,Alive,Human,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
183,Johnny Depp,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Dimension C-500A
184,Jon,Alive,Alien,Rixty Minutes,S01E08,"March 17, 2014",unknown
185,Joseph Eli Lipkip,Alive,Human,The ABC's of Beth,S03E09,"September 24, 2017",Replacement Dimension
186,Joyce Smith,Alive,Human,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
187,Juggling Rick,unknown,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
188,Karen Entity,Alive,Alien,Auto Erotic Assimilation,S02E03,"August 9, 2015",Replacement Dimension
189,Katarina,Dead,Human,Pickle Rick,S03E03,"August 6, 2017",Replacement Dimension
190,Keara,Alive,Alien,The ABC's of Beth,S03E09,"September 24, 2017",Replacement Dimension
191,Kevin,Dead,Alien,M. Night Shaym-Aliens!,S01E04,"January 13, 2014",Unknown
192,King Flippy Nips,Alive,Alien,Something Ricked This Way Comes,S01E09,"March 24, 2014",Replacement Dimension
193,King Jellybean,Dead,Mythological Creature,Meeseeks and Destroy,S01E05,"January 20, 2014",Fantasy Dimension
194,Kozbian,Alive,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
195,Kristen Stewart,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Dimension C-500A
196,Krombopulos Michael,Dead,Alien,Mortynight Run,S02E02,"August 2, 2015",Unknown
197,Kyle,Dead,Humanoid,The Ricks Must Be Crazy,S02E06,"August 30, 2015",Replacement Dimension
198,Lady Katana,Dead,Humanoid,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
199,Larva Alien,Alive,Alien,Get Schwifty,S02E05,"August 23, 2015",Unknown dimension
199,Larva Alien,Alive,Alien,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown dimension
199,Larva Alien,Alive,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown dimension
200,Lawyer Morty,unknown,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
201,Leonard Smith,Alive,Human,Anatomy Park,S01E03,"December 16, 2013",Dimension C-137
202,Lighthouse Keeper,Dead,Alien,Look Who's Purging Now,S02E09,"September 27, 2015",Replacement Dimension
203,Lil B,Dead,Alien,The Wedding Squanchers,S02E10,"October 4, 2015",Unknown
203,Lil B,Dead,Alien,Gotron Jerrysis Rickvangelion,S05E07,"August 1, 2021",Unknown
204,Lisa,Dead,Alien,The Whirly Dirly Conspiracy,S03E05,"August 20, 2017",Unknown
205,Little Dipper,Alive,Humanoid,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
206,Lizard Morty,Alive,Humanoid,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
207,Loggins,Alive,Alien,Rixty Minutes,S01E08,"March 17, 2014",Unknown
207,Loggins,Alive,Alien,Mortynight Run,S02E02,"August 2, 2015",Unknown
207,Loggins,Alive,Alien,The Ricks Must Be Crazy,S02E06,"August 30, 2015",Unknown
208,Logic,Alive,Human,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
209,Long Sleeved Morty,unknown,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
210,Lucy,Dead,Human,Ricksy Business,S01E11,"April 14, 2014",Replacement Dimension
211,Ma-Sha,Alive,Alien,Raising Gazorpazorp,S01E07,"March 10, 2014",unknown
212,Magma-Q,Dead,Alien,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
213,Magnesium-J,Alive,Alien,Get Schwifty,S02E05,"August 23, 2015",Replacement Dimension
214,Man Painted Silver Who Makes Robot Noises,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Unknown
215,Maximums Rickimus,Dead,Human,Close Rick-counters of the Rick Kind,S01E10,"April 7, 2014",Unknown
215,Maximums Rickimus,Dead,Human,The Rickshank Rickdemption,S03E01,"April 1, 2017",Unknown
215,Maximums Rickimus,Dead,Human,Rickmurai Jack,S05E10,"September 5, 2021",Unknown
216,MC Haps,Alive,Human,Rick Potion #9,S01E06,"January 27, 2014",Dimension C-137
216,MC Haps,Alive,Human,Ricksy Business,S01E11,"April 14, 2014",Dimension C-137
216,MC Haps,Alive,Human,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Dimension C-137
217,Mechanical Morty,Dead,Robot,Rickmancing the Stone,S03E02,"July 30, 2017",Replacement Dimension
218,Mechanical Rick,unknown,Robot,Rickmancing the Stone,S03E02,"July 30, 2017",Replacement Dimension
219,Mechanical Summer,unknown,Robot,Rickmancing the Stone,S03E02,"July 30, 2017",Replacement Dimension
220,Mega Fruit Farmer Rick,Alive,Human,The Ricklantis Mixup,S03E07,"September 10, 2017",Unknown
221,Melissa,Alive,Mythological Creature,Lawnmower Dog,S01E02,"December 9, 2013",Dimension C-137
222,Michael Denny and the Denny Singers,Alive,Human,Rixty Minutes,S01E08,"March 17, 2014",Unknown
223,Michael Jenkins,Dead,Human,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
224,Michael McLick,Alive,Human,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
225,Michael Thompson,Alive,Humanoid,Interdimensional Cable 2: Tempting Fate,S02E08,"September 20, 2015",Unknown
226,Million Ants,Dead,Animal,Vindicators 3: The Return of Worldender,S03E04,"August 13, 2017",Unknown
